clienti_ID,prodotto_ID,quantita,data
827,7,58,2025-12-30
4095,7,59,2025-02-05
4910,5,79,2025-08-12
3357,14,28,2025-06-30
2125,4,42,2025-05-20
4109,15,25,2025-04-01
4226,5,4,2025-04-16
1822,7,28,2025-08-08
1024,4,16,2025-09-22
2009,17,3,2025-12-22
4092,10,2,2025-07-15
1362,16,55,2025-08-01
4798,10,78,2025-10-30
4120,8,7,2025-03-29
862,5,10,2025-08-16
1820,10,33,2025-03-15
4856,17,61,2025-10-04
2080,13,93,2025-10-17
3680,7,89,2025-12-28
4240,18,68,2025-10-31
2405,17,20,2025-10-19
3306,7,67,2025-08-01
1373,18,60,2025-05-14
1152,18,52,2025-07-26
240,4,94,2025-10-23
4923,15,39,2025-07-24
1679,1,24,2025-06-17
320,7,60,2025-12-31
125,3,1,2025-12-25
3822,11,78,2025-07-29
1356,15,96,2025-06-23
2833,10,2,2025-10-25
412,8,35,2025-11-20
2104,3,82,2025-05-01
1437,15,67,2025-03-14
3597,4,80,2025-02-09
1888,15,18,2025-11-05
4699,10,21,2025-09-28
1451,4,15,2025-10-20
1668,16,68,2025-09-09
87,5,24,2025-06-27
1576,5,23,2025-06-17
3973,2,1,2025-12-31
1366,2,74,2025-05-25
4121,17,79,2025-12-14
3399,12,24,2025-03-29
3546,9,73,2025-01-08
1730,19,52,2025-06-04
1030,11,50,2025-04-11
3273,12,14,2025-07-23
3428,10,45,2025-07-15
2043,8,89,2025-07-13
4615,7,60,2025-10-24
3127,19,5,2025-04-07
2991,13,35,2025-09-13
4007,18,65,2025-05-13
1238,13,27,2025-04-20
1435,7,93,2025-03-24
2068,16,81,2025-07-02
2515,16,9,2025-06-09
2548,7,71,2025-11-22
3516,5,20,2025-09-25
1220,5,88,2025-08-15
1126,17,29,2025-07-11
4953,16,81,2025-05-17
627,13,23,2025-11-30
4179,10,73,2025-09-29
2142,15,39,2025-12-01
3007,8,8,2025-06-01
1665,8,27,2025-10-19
4477,2,98,2025-06-14
4382,1,35,2025-05-08
3996,2,68,2025-12-15
2270,9,89,2025-06-07
896,13,46,2025-08-27
241,14,96,2025-06-24
2509,11,42,2025-03-09
3121,8,9,2025-07-10
2314,10,98,2025-07-07
2898,1,11,2025-10-25
3923,4,16,2025-12-03
1731,2,93,2025-05-29
4845,12,2,2025-04-07
1046,2,21,2025-08-21
1726,19,16,2025-02-14
4746,2,10,2025-12-12
599,16,60,2025-08-17
2,6,42,2025-01-13
820,15,51,2025-09-26
374,9,25,2025-07-22
3300,18,84,2025-03-31
2802,9,96,2025-05-08
1157,10,83,2025-03-19
3400,19,87,2025-10-05
4556,6,64,2025-06-24
3599,2,35,2025-07-22
4747,19,81,2025-04-21
3889,12,59,2025-07-26
3534,12,35,2025-09-17
4396,8,26,2025-05-04
255,2,14,2025-08-13
2854,1,13,2025-06-09
2399,10,6,2025-08-29
2864,5,66,2025-04-13
1469,13,22,2025-03-13
908,11,9,2025-09-27
1295,3,45,2025-02-06
4294,19,82,2025-04-23
4287,3,96,2025-07-15
153,14,69,2025-09-11
4803,18,97,2025-08-07
1973,5,23,2025-10-06
4807,7,34,2025-04-17
1524,17,32,2025-09-12
2945,1,1,2025-11-05
3934,2,40,2025-01-29
4984,4,74,2025-10-13
227,6,8,2025-05-29
999,1,45,2025-03-26
148,12,1,2025-11-29
2637,1,46,2025-10-04
2933,13,18,2025-09-28
2748,6,83,2025-04-27
2168,9,17,2025-06-01
835,16,22,2025-05-26
3029,8,35,2025-06-08
2207,19,4,2025-07-21
1835,7,64,2025-12-07
29,7,38,2025-10-15
1410,15,58,2025-02-08
2372,7,65,2025-12-08
1870,16,43,2025-01-26
4107,4,7,2025-08-02
1211,5,54,2025-11-07
1612,3,32,2025-04-12
3540,11,52,2025-06-04
955,12,9,2025-09-01
3245,4,76,2025-03-15
2338,14,34,2025-05-23
2125,13,75,2025-05-09
4723,19,86,2025-09-12
4702,2,47,2025-07-18
4978,6,88,2025-07-05
2109,2,98,2025-09-03
1035,7,32,2025-03-20
229,13,85,2025-11-22
3209,10,69,2025-05-26
4917,1,61,2025-03-25
1733,5,47,2025-10-01
560,18,11,2025-12-16
3009,7,58,2025-10-23
1196,17,41,2025-10-18
3911,17,58,2025-03-24
3255,9,48,2025-10-20
903,11,55,2025-01-28
4377,13,96,2025-12-09
4500,14,43,2025-07-19
2865,6,89,2025-03-11
501,6,47,2025-04-12
3076,8,10,2025-03-12
4612,12,84,2025-10-17
2635,7,72,2025-05-08
2030,4,6,2025-02-23
4379,10,67,2025-04-28
4548,1,54,2025-05-29
4282,12,49,2025-07-31
4024,11,7,2025-12-30
4294,18,64,2025-04-10
3630,16,35,2025-10-31
4557,16,30,2025-09-28
3366,19,94,2025-06-09
528,6,82,2025-06-13
271,11,18,2025-02-21
1682,18,36,2025-12-10
3961,19,71,2025-09-25
1384,1,50,2025-04-27
3639,10,71,2025-03-16
4558,16,30,2025-02-24
3449,14,86,2025-01-03
622,10,92,2025-05-29
1594,16,20,2025-03-04
1826,9,4,2025-07-10
870,15,14,2025-04-07
2408,15,60,2025-02-18
3127,6,1,2025-05-21
2804,19,98,2025-05-26
2501,19,15,2025-11-15
2734,17,12,2025-11-25
795,7,89,2025-03-29
3189,2,57,2025-01-10
2882,11,17,2025-12-28
4926,6,18,2025-11-18
2306,9,10,2025-05-25
747,2,40,2025-02-25
467,4,30,2025-09-10
255,11,35,2025-07-07
2703,16,71,2025-01-27
1547,9,11,2025-12-07
4263,13,13,2025-01-18
4914,10,72,2025-12-06
3630,9,25,2025-12-03
4001,18,46,2025-12-16
2922,10,55,2025-05-23
3668,5,44,2025-10-31
633,11,77,2025-04-20
3825,6,47,2025-03-28
2371,1,47,2025-11-02
4352,8,45,2025-05-14
3792,12,4,2025-03-05
1482,17,97,2025-10-29
1277,15,29,2025-04-14
1572,12,8,2025-04-16
449,17,54,2025-10-15
1255,2,98,2025-12-09
129,12,77,2025-11-19
1749,1,11,2025-12-26
4963,1,56,2025-12-01
3004,11,48,2025-08-04
3022,15,93,2025-07-06
4997,9,30,2025-12-23
1387,10,83,2025-03-13
373,6,18,2025-08-23
3431,9,23,2025-05-26
1437,17,99,2025-04-17
4754,1,2,2025-09-10
4717,10,53,2025-11-06
2070,10,89,2025-10-24
311,16,88,2025-05-05
3410,18,60,2025-05-21
3418,9,74,2025-11-17
3475,3,27,2025-05-16
2376,8,19,2025-05-19
287,8,8,2025-01-14
3892,11,43,2025-09-03
3432,10,96,2025-10-16
2208,16,96,2025-01-20
841,13,92,2025-05-19
2005,18,69,2025-06-17
4421,16,55,2025-01-22
2820,8,3,2025-09-01
205,7,6,2025-10-26
1521,18,40,2025-01-07
2540,5,28,2025-04-06
2037,12,82,2025-02-22
317,7,80,2025-02-03
1748,18,59,2025-06-15
3755,17,12,2025-10-20
2272,17,38,2025-01-16
3953,5,75,2025-11-25
2034,18,46,2025-09-08
1653,5,42,2025-06-16
3435,6,19,2025-04-21
1127,19,79,2025-07-17
4250,17,73,2025-10-25
1914,16,77,2025-05-11
4866,1,54,2025-12-06
949,6,24,2025-09-06
4431,15,65,2025-11-21
2682,11,12,2025-05-07
500,6,15,2025-01-25
194,2,40,2025-10-06
3004,10,48,2025-12-16
4574,6,43,2025-03-21
2447,1,3,2025-02-25
2538,9,21,2025-04-26
1735,4,85,2025-11-20
3492,1,32,2025-12-12
1712,3,25,2025-09-22
122,1,83,2025-12-02
151,6,23,2025-10-13
3390,2,9,2025-10-15
3575,10,27,2025-05-24
2037,3,91,2025-06-22
1714,7,74,2025-02-03
205,4,90,2025-06-07
2186,11,17,2025-06-20
2880,9,67,2025-06-16
1843,12,54,2025-09-26
40,13,65,2025-12-28
3013,3,54,2025-01-23
4350,17,81,2025-12-09
30,16,65,2025-12-11
3076,1,57,2025-08-28
2738,16,74,2025-09-11
1368,17,5,2025-10-11
3702,12,90,2025-12-07
1709,6,24,2025-11-21
942,15,37,2025-12-22
1053,14,80,2025-03-03
1794,10,5,2025-12-20
950,19,38,2025-07-16
3676,19,74,2025-09-21
4528,12,23,2025-11-12
2187,16,74,2025-01-06
3709,3,97,2025-09-01
4579,1,22,2025-06-01
4932,14,64,2025-08-17
1026,7,40,2025-02-28
3312,6,82,2025-07-27
2770,14,18,2025-07-18
486,3,20,2025-08-25
3308,13,33,2025-11-08
4163,12,82,2025-06-12
367,7,73,2025-07-15
1299,3,26,2025-03-29
2957,11,96,2025-12-20
4115,11,43,2025-08-04
661,6,63,2025-10-10
3885,8,30,2025-07-06
1064,9,18,2025-07-04
3091,19,44,2025-07-12
1924,15,72,2025-03-20
4386,7,37,2025-10-16
4676,12,91,2025-09-13
823,15,66,2025-03-12
3857,2,20,2025-04-30
207,8,50,2025-02-14
640,17,56,2025-04-21
3168,5,35,2025-02-12
540,3,3,2025-01-14
3553,10,97,2025-05-17
617,15,72,2025-05-31
3448,10,89,2025-04-12
3209,18,16,2025-09-30
4564,3,26,2025-12-30
1910,16,25,2025-06-10
4177,4,31,2025-07-06
904,15,43,2025-04-04
4286,10,86,2025-01-16
3616,10,40,2025-08-08
3831,19,57,2025-04-09
4678,9,56,2025-07-14
1059,2,39,2025-11-30
3177,5,59,2025-03-17
953,11,77,2025-03-22
501,1,40,2025-04-01
1431,7,96,2025-07-23
1749,17,2,2025-10-27
3067,16,13,2025-03-23
3608,2,35,2025-09-06
2647,18,58,2025-10-16
4548,18,73,2025-09-15
3305,13,77,2025-11-09
2305,16,24,2025-09-13
1403,17,94,2025-10-31
3030,15,68,2025-05-21
182,15,99,2025-12-31
374,12,85,2025-05-09
1432,10,19,2025-04-11
1372,19,88,2025-03-06
3755,10,88,2025-06-26
3077,12,1,2025-06-03
4566,7,86,2025-11-23
2412,18,8,2025-10-06
1045,1,61,2025-12-05
1660,19,81,2025-04-10
4114,5,60,2025-11-25
4164,13,27,2025-08-11
4827,14,3,2025-08-12
2556,19,23,2025-07-01
3589,18,16,2025-03-27
4730,4,17,2025-03-31
1292,2,72,2025-01-20
363,4,60,2025-10-30
4747,15,20,2025-07-30
1187,3,3,2025-04-21
4025,6,63,2025-07-08
2560,7,16,2025-12-06
1058,11,50,2025-09-08
3104,10,26,2025-07-24
1490,14,22,2025-02-01
1576,3,85,2025-04-01
593,18,54,2025-11-30
2276,12,20,2025-07-18
4575,19,17,2025-02-10
2696,7,28,2025-11-13
181,9,69,2025-11-21
4617,3,22,2025-02-20
951,11,1,2025-05-21
2967,11,38,2025-06-10
2480,9,25,2025-10-12
675,3,39,2025-04-26
2039,3,3,2025-11-14
3794,4,18,2025-04-24
3446,4,36,2025-11-29
3274,18,70,2025-02-21
1359,13,15,2025-10-12
933,1,50,2025-04-13
3261,10,49,2025-07-11
1948,12,91,2025-10-03
1225,18,18,2025-01-15
3020,7,34,2025-08-25
365,1,8,2025-04-14
4617,5,69,2025-12-11
179,6,18,2025-10-29
2176,10,98,2025-09-05
2016,8,12,2025-02-19
4989,11,21,2025-07-23
3826,15,17,2025-08-20
2530,11,98,2025-06-02
4034,13,90,2025-01-18
637,9,18,2025-05-22
199,2,77,2025-02-22
4191,15,98,2025-01-03
697,11,65,2025-07-11
433,4,88,2025-07-29
3563,13,47,2025-07-13
4570,19,86,2025-12-22
4128,12,45,2025-05-03
4513,7,22,2025-04-10
2916,10,19,2025-09-01
4439,9,76,2025-12-28
1444,12,46,2025-08-19
872,4,1,2025-03-24
2551,6,68,2025-03-14
3405,15,82,2025-09-07
2945,18,75,2025-10-20
667,10,33,2025-05-27
3312,12,18,2025-08-01
3423,17,65,2025-09-02
2670,17,96,2025-04-01
2296,4,26,2025-11-13
324,17,60,2025-09-09
3262,3,49,2025-03-04
4307,10,4,2025-06-21
1555,16,81,2025-08-22
3778,3,23,2025-02-27
1817,7,36,2025-10-01
3509,11,70,2025-12-19
1652,12,13,2025-01-26
3213,6,74,2025-07-21
2283,11,48,2025-03-18
521,16,9,2025-11-19
4253,3,81,2025-11-20
1598,14,25,2025-10-28
4084,14,2,2025-03-07
1807,1,41,2025-08-03
2483,17,96,2025-05-09
2768,1,89,2025-10-07
276,6,65,2025-01-28
326,1,24,2025-10-09
990,5,34,2025-01-05
1661,14,88,2025-03-15
2941,6,14,2025-05-26
4724,5,93,2025-07-31
2348,7,17,2025-10-09
1578,16,48,2025-08-23
1748,15,24,2025-07-19
3035,11,2,2025-07-20
1248,2,82,2025-09-28
1165,6,94,2025-03-19
3821,3,88,2025-11-21
914,7,73,2025-11-30
3942,10,14,2025-01-26
4163,4,13,2025-08-25
111,3,45,2025-01-24
518,2,38,2025-04-06
1097,6,60,2025-11-18
4883,13,20,2025-07-18
847,1,57,2025-12-14
3434,11,22,2025-04-19
2151,8,7,2025-07-16
2232,12,29,2025-06-26
3115,19,32,2025-03-07
3253,5,70,2025-01-02
617,4,94,2025-03-17
3685,7,96,2025-10-16
4325,16,56,2025-07-31
3712,16,87,2025-05-02
2766,7,18,2025-04-25
4683,3,74,2025-02-04
258,11,73,2025-02-04
2714,8,35,2025-05-30
2113,13,4,2025-08-22
3300,18,71,2025-02-24
4217,4,65,2025-08-07
4807,9,95,2025-07-09
1247,1,50,2025-02-18
1191,12,11,2025-10-22
2771,5,73,2025-06-29
603,19,80,2025-05-18
4831,7,76,2025-04-20
1316,9,97,2025-02-03
4831,18,50,2025-07-19
481,15,22,2025-03-20
4694,14,65,2025-11-18
3372,9,37,2025-01-23
4473,14,79,2025-04-02
1082,15,26,2025-03-10
4510,6,41,2025-06-25
2602,16,68,2025-08-11
3224,15,30,2025-10-01
3658,16,10,2025-07-10
151,9,35,2025-08-01
977,13,83,2025-05-20
3947,1,37,2025-02-09
1695,6,25,2025-01-28
4608,12,67,2025-08-30
3135,13,35,2025-09-14
4665,16,17,2025-01-16
2977,7,44,2025-01-13
1317,7,95,2025-10-27
3215,9,32,2025-11-05
2612,6,81,2025-10-11
967,8,12,2025-10-06
392,6,14,2025-01-31
2347,6,15,2025-09-23
691,5,66,2025-03-04
2497,3,54,2025-07-27
3316,17,41,2025-06-08
3364,8,34,2025-04-04
2002,7,18,2025-07-14
2776,2,66,2025-07-05
2492,10,23,2025-08-06
1600,4,31,2025-11-02
2686,14,79,2025-12-04
1288,4,2,2025-01-25
1220,19,8,2025-08-05
2657,10,84,2025-08-06
2602,18,59,2025-02-05
2560,13,73,2025-01-07
4413,8,19,2025-04-08
373,4,3,2025-10-22
4694,6,94,2025-03-12
4158,3,80,2025-04-09
1409,19,61,2025-05-17
4547,15,56,2025-10-07
3597,1,10,2025-04-24
4291,13,43,2025-06-19
1435,17,37,2025-07-30
1463,18,8,2025-05-02
3131,17,10,2025-02-25
3310,3,19,2025-05-20
2147,10,68,2025-04-03
2283,1,81,2025-03-20
4803,12,89,2025-08-12
559,13,86,2025-11-23
4526,3,1,2025-06-18
1298,12,93,2025-09-22
4633,11,6,2025-02-25
178,9,1,2025-07-07
2268,15,80,2025-03-19
1603,16,97,2025-09-02
4244,7,41,2025-01-18
2391,10,33,2025-05-31
3125,13,31,2025-04-23
3323,16,38,2025-09-23
1435,6,31,2025-12-18
753,11,40,2025-11-12
4370,15,32,2025-01-23
4520,4,75,2025-01-04
2207,18,5,2025-09-26
1028,7,94,2025-02-11
3938,17,30,2025-11-09
3072,11,14,2025-02-11
10,19,11,2025-02-04
544,4,79,2025-06-28
2501,16,60,2025-10-07
1739,16,83,2025-04-28
1158,5,83,2025-04-05
4781,12,65,2025-03-02
1335,12,24,2025-07-20
4413,12,7,2025-05-11
278,5,49,2025-08-29
2016,12,94,2025-09-19
1674,7,75,2025-05-07
395,15,8,2025-05-21
1467,3,42,2025-05-22
2262,6,62,2025-12-17
4920,16,94,2025-08-08
1923,12,75,2025-03-14
4634,1,81,2025-01-08
1752,19,37,2025-08-30
2099,11,29,2025-12-15
2907,16,45,2025-06-13
2236,9,97,2025-12-11
4588,14,82,2025-05-23
4481,7,60,2025-05-20
2564,11,83,2025-10-15
1203,6,47,2025-02-26
4071,13,65,2025-09-17
3481,6,25,2025-12-09
4974,1,32,2025-05-06
562,3,64,2025-04-02
450,11,60,2025-08-14
644,19,13,2025-10-20
1417,14,86,2025-01-07
3704,11,56,2025-09-11
4603,7,1,2025-06-21
4078,3,51,2025-01-14
1754,7,41,2025-06-17
208,18,51,2025-02-03
2301,3,90,2025-05-04
4721,7,53,2025-03-10
1695,19,78,2025-07-04
3439,2,20,2025-01-13
2948,19,15,2025-03-26
1759,5,99,2025-05-23
739,10,95,2025-09-19
4519,16,86,2025-12-14
1754,3,19,2025-02-27
3856,1,38,2025-12-16
2508,17,60,2025-06-21
3617,5,16,2025-08-12
3723,11,28,2025-01-02
4161,4,84,2025-12-23
597,6,68,2025-05-06
2763,8,55,2025-08-24
3091,11,85,2025-06-15
1162,3,54,2025-08-19
4509,2,79,2025-05-09
3091,4,51,2025-02-28
2474,16,27,2025-12-23
3823,13,5,2025-07-14
2364,5,35,2025-05-25
173,1,16,2025-03-06
1140,15,41,2025-10-28
4319,5,29,2025-11-10
1873,2,15,2025-09-24
1441,10,63,2025-06-12
223,5,6,2025-09-30
1231,17,95,2025-11-05
979,14,46,2025-08-01
1878,1,86,2025-10-17
3171,17,66,2025-01-13
1086,1,46,2025-04-21
1261,19,54,2025-07-31
3338,8,66,2025-10-08
3221,19,11,2025-05-27
2398,2,67,2025-10-12
3432,11,94,2025-08-01
1995,2,87,2025-03-13
3016,8,85,2025-05-31
4357,19,13,2025-03-24
2215,14,51,2025-10-22
282,8,94,2025-02-03
2136,5,72,2025-02-24
2567,4,58,2025-05-18
3257,6,25,2025-01-06
2863,1,37,2025-04-22
2657,8,79,2025-02-13
3313,6,39,2025-10-17
2085,14,85,2025-04-18
4868,19,90,2025-08-22
413,7,64,2025-01-01
3620,13,75,2025-01-06
3191,9,33,2025-10-31
3577,13,60,2025-04-14
4239,11,18,2025-05-27
2519,5,5,2025-03-24
1515,2,45,2025-05-26
157,17,57,2025-10-01
1194,18,3,2025-12-31
1896,1,87,2025-12-26
97,14,64,2025-07-18
3923,4,31,2025-10-08
2962,7,60,2025-04-12
2486,18,20,2025-09-17
4952,15,69,2025-10-08
1964,12,82,2025-12-08
1339,11,98,2025-05-31
3084,2,56,2025-12-03
4643,17,70,2025-07-31
1935,2,61,2025-11-25
3765,15,38,2025-01-26
3535,10,11,2025-08-27
3484,15,97,2025-09-26
1795,15,7,2025-05-19
1932,8,10,2025-03-11
4654,4,39,2025-12-17
3370,10,28,2025-11-04
1862,15,17,2025-10-03
2769,11,90,2025-08-19
1923,15,86,2025-02-11
201,14,4,2025-03-14
567,13,92,2025-04-18
3428,16,73,2025-11-21
2867,12,71,2025-03-27
4047,17,75,2025-10-28
4871,14,9,2025-06-26
190,18,47,2025-02-18
284,10,15,2025-04-23
1825,12,47,2025-03-07
2964,7,34,2025-11-18
2473,12,47,2025-07-11
2666,18,74,2025-06-15
2829,3,73,2025-09-30
771,18,33,2025-06-28
1938,19,44,2025-12-26
1502,1,11,2025-01-08
203,6,76,2025-10-11
2799,2,20,2025-01-17
2561,13,78,2025-03-25
4664,2,12,2025-03-17
2641,15,13,2025-12-23
3762,19,40,2025-04-14
3039,19,62,2025-09-07
3076,14,8,2025-10-25
3551,14,16,2025-08-21
2424,9,60,2025-10-29
2387,2,14,2025-02-05
1823,17,49,2025-01-21
4623,12,34,2025-03-13
1611,9,60,2025-09-30
1416,10,14,2025-12-17
600,14,28,2025-01-03
2781,14,96,2025-01-24
358,10,85,2025-02-24
1876,4,29,2025-06-21
2685,9,23,2025-09-13
4466,14,68,2025-01-14
4968,3,53,2025-03-19
3059,14,72,2025-10-21
2974,9,32,2025-04-12
4689,10,6,2025-05-16
3612,3,60,2025-12-05
3934,19,70,2025-11-08
2312,12,35,2025-03-21
423,18,81,2025-08-27
1335,4,90,2025-12-02
459,17,15,2025-07-03
1397,8,47,2025-01-17
3581,3,30,2025-02-22
3744,18,60,2025-01-10
2401,2,33,2025-02-26
2737,2,19,2025-02-07
2182,18,79,2025-02-24
3827,15,1,2025-12-15
3753,9,89,2025-05-11
3837,19,83,2025-08-26
4197,6,71,2025-08-30
855,6,97,2025-02-24
1855,16,76,2025-05-04
2675,19,93,2025-07-04
4772,2,47,2025-05-22
2357,12,19,2025-07-25
4463,4,35,2025-10-26
453,1,56,2025-12-30
3756,13,52,2025-02-26
739,1,92,2025-04-09
3352,8,93,2025-08-24
368,5,51,2025-09-28
3612,10,93,2025-02-16
3621,10,66,2025-12-01
4442,17,1,2025-12-27
4153,7,74,2025-04-20
4793,19,37,2025-01-04
4279,17,7,2025-06-23
3826,17,97,2025-06-27
2156,14,28,2025-02-27
1586,2,57,2025-10-11
750,11,30,2025-01-17
4198,16,4,2025-12-23
3871,10,26,2025-04-01
3122,12,81,2025-06-27
2864,14,90,2025-06-01
483,19,12,2025-09-19
913,4,83,2025-09-30
3750,16,12,2025-08-10
4077,4,37,2025-11-13
2536,3,80,2025-10-11
4730,17,46,2025-09-17
805,18,39,2025-05-17
10,6,22,2025-03-22
3075,8,75,2025-07-13
3824,1,77,2025-01-25
1442,6,86,2025-10-02
1436,17,23,2025-11-15
1030,3,17,2025-06-25
730,13,91,2025-06-22
3665,11,6,2025-11-02
2010,12,52,2025-06-01
1338,15,51,2025-10-21
603,14,98,2025-11-26
338,10,18,2025-01-25
169,14,74,2025-05-10
3185,15,89,2025-08-19
4874,4,8,2025-06-22
3822,15,78,2025-11-13
4204,2,29,2025-08-24
995,11,63,2025-01-11
1485,16,88,2025-06-23
722,13,10,2025-01-16
1271,18,31,2025-05-10
107,19,62,2025-04-21
3431,9,4,2025-11-07
2246,1,66,2025-06-27
3265,14,15,2025-07-16
3416,9,89,2025-08-30
562,6,86,2025-02-14
1988,1,28,2025-03-01
2013,8,64,2025-01-27
3958,5,70,2025-07-16
233,3,20,2025-07-04
743,14,26,2025-08-03
1329,9,94,2025-03-14
4845,17,81,2025-08-10
1960,12,33,2025-11-16
1143,15,91,2025-12-28
3787,14,44,2025-06-09
3733,16,59,2025-06-11
3295,4,24,2025-11-26
1185,17,58,2025-01-25
4706,6,57,2025-11-04
3242,15,38,2025-01-25
1869,7,31,2025-09-13
2275,16,33,2025-01-30
3184,12,98,2025-12-15
2470,6,91,2025-03-18
3717,13,65,2025-03-27
2249,14,8,2025-01-31
4205,9,3,2025-08-01
3021,1,79,2025-12-23
4494,16,38,2025-07-20
2910,10,19,2025-01-02
4430,10,75,2025-04-26
4661,19,37,2025-04-13
2432,9,60,2025-06-06
695,1,82,2025-01-19
2518,16,46,2025-09-20
3976,8,14,2025-02-23
1224,18,43,2025-12-20
1048,15,1,2025-10-09
2899,17,62,2025-06-25
2350,1,28,2025-03-18
2691,7,53,2025-07-05
2637,11,44,2025-09-19
3681,16,71,2025-04-25
4514,3,73,2025-08-04
254,5,14,2025-07-07
3874,4,34,2025-03-02
2063,10,64,2025-05-29
3335,2,91,2025-07-05
2513,10,22,2025-08-25
2713,13,47,2025-02-11
4341,1,49,2025-08-29
3133,1,73,2025-11-09
4780,11,96,2025-10-11
4169,9,83,2025-06-09
532,13,80,2025-09-02
3905,1,66,2025-10-12
2368,12,38,2025-04-21
3642,5,21,2025-09-15
4540,12,17,2025-07-19
1439,17,7,2025-05-06
595,10,84,2025-10-28
634,6,87,2025-04-30
3474,10,76,2025-03-10
956,16,15,2025-08-27
875,11,14,2025-11-14
3784,1,26,2025-07-27
2506,9,41,2025-10-17
257,15,50,2025-12-29
2407,11,28,2025-01-10
3275,11,66,2025-05-30
4223,18,61,2025-01-29
1428,8,2,2025-12-18
3940,4,42,2025-02-22
2404,17,30,2025-11-27
3510,4,54,2025-01-28
240,16,64,2025-07-07
3798,13,70,2025-12-18
55,1,91,2025-01-03
571,7,91,2025-11-03
2694,16,73,2025-09-02
4520,1,13,2025-08-18
4243,7,55,2025-02-04
1707,5,20,2025-10-02
2577,17,24,2025-12-01
24,5,62,2025-12-26
605,3,63,2025-10-24
404,13,28,2025-12-25
2866,16,26,2025-08-13
4289,18,5,2025-06-07
1840,18,53,2025-08-03
1055,4,94,2025-11-13
2940,5,90,2025-06-27
424,10,32,2025-06-15
2108,15,99,2025-10-22
739,10,23,2025-01-21
4730,4,55,2025-06-14
87,4,24,2025-12-18
962,8,73,2025-12-28
2698,10,62,2025-02-21
50,1,49,2025-08-10
2505,11,21,2025-12-12
3299,19,27,2025-12-19
3726,4,52,2025-10-26
4203,12,10,2025-10-22
1984,12,18,2025-04-14
624,11,19,2025-09-06
4695,18,77,2025-01-03
2695,10,76,2025-01-25
2031,4,79,2025-11-27
3333,16,86,2025-05-16
633,18,29,2025-11-10
1637,1,85,2025-05-20
894,3,82,2025-01-12
2979,2,62,2025-07-23
1946,15,25,2025-06-24
307,7,95,2025-04-04
2083,3,53,2025-09-30
508,16,62,2025-11-14
1847,5,8,2025-02-28
2040,3,63,2025-05-31
4054,8,97,2025-03-17
4275,9,86,2025-06-30
2430,12,48,2025-03-25
3001,17,52,2025-01-24
1884,14,61,2025-09-09
4030,3,3,2025-06-06
4861,8,65,2025-07-04
3655,9,33,2025-09-20
2357,11,15,2025-01-18
2189,7,84,2025-02-04
4683,5,19,2025-08-11
351,16,48,2025-03-19
305,15,65,2025-06-24
3675,1,29,2025-11-26
4598,16,61,2025-12-24
694,16,97,2025-01-18
1272,14,40,2025-06-11
426,12,76,2025-03-08
4078,12,45,2025-12-01
3082,8,94,2025-05-25
4829,17,99,2025-10-22
2394,16,92,2025-06-26
2313,4,17,2025-06-03
4549,2,7,2025-08-05
4177,2,38,2025-07-24
952,7,76,2025-02-17
4040,11,22,2025-12-12
4193,17,34,2025-05-07
2266,15,71,2025-11-22
3983,10,32,2025-06-15
2748,9,62,2025-08-02
1801,7,51,2025-11-24
709,12,89,2025-12-11
3117,15,75,2025-11-10
2891,17,5,2025-06-30
2297,9,22,2025-04-23
2717,16,34,2025-08-26
1979,4,32,2025-06-06
193,2,90,2025-12-16
1716,10,70,2025-01-05
1357,5,77,2025-10-10
1411,4,12,2025-01-08
4524,9,68,2025-02-18
1569,16,84,2025-06-02
3926,8,8,2025-12-28
3739,15,92,2025-05-13
663,1,26,2025-02-03
4390,4,70,2025-01-13
4605,2,97,2025-06-29
3472,5,77,2025-06-10
4234,1,95,2025-11-20
1763,19,8,2025-08-31
919,16,5,2025-08-06
3888,6,13,2025-06-12
4536,16,7,2025-05-30
4947,1,99,2025-12-27
4168,16,44,2025-03-14
2277,13,75,2025-10-15
627,2,8,2025-01-06
2257,14,11,2025-08-09
3536,13,25,2025-11-30
853,15,1,2025-06-15
2539,10,20,2025-02-17
784,2,18,2025-08-19
4281,2,62,2025-09-20
1402,7,66,2025-10-05
2821,11,72,2025-10-16
3461,1,73,2025-05-02
186,13,35,2025-02-17
2951,5,87,2025-05-21
3171,6,76,2025-08-27
1502,11,78,2025-07-29
2126,8,84,2025-02-06
4622,4,33,2025-08-02
4003,1,16,2025-10-29
2179,7,21,2025-05-31
107,9,85,2025-06-06
4157,1,50,2025-11-11
2150,3,83,2025-11-11
3302,3,63,2025-11-24
2296,4,5,2025-09-11
4305,11,70,2025-08-11
4984,16,18,2025-05-02
3405,2,74,2025-06-08
2592,17,20,2025-08-31
319,1,7,2025-05-30
3164,13,27,2025-11-06
1975,5,30,2025-07-14
208,10,88,2025-05-27
4080,3,29,2025-11-27
3304,12,42,2025-07-29
361,10,84,2025-09-08
365,17,36,2025-07-24
3056,4,48,2025-05-15
2552,11,17,2025-10-01
686,6,41,2025-06-07
3268,1,92,2025-06-26
2137,5,1,2025-06-10
3112,17,78,2025-07-06
845,2,26,2025-07-20
2949,17,58,2025-03-02
2546,6,35,2025-08-30
1790,17,55,2025-11-13
277,14,60,2025-02-16
2684,14,22,2025-01-19
4643,16,1,2025-10-25
1436,5,23,2025-02-08
